outlier,country,country_code,region,income_group,year,global_index,GOING PLACES,passport_as_man,travel_abroad_as_man,travel_outside_home_as_man,choose_place_to_live_as_man,STARTING A JOB,get_job_as_man,gender_discrimination_law,sexual_harassment_law,penal_civil_pains_sexual_harassment,GETTING PAID,equal_work_remuneration_law,night_hours_as_man,dangerous_arduous_morallyinappropiate_jobs_as_man,same_industries_as_man,GETTING MARRIED,no_law_obedience_to_husband,head_of_household_as_man,domestic_violence_legislation,divorce_judgment_as_man,remarry_as_man,HAVING_CHILDREN,14weeks_paid_leave,govern_paid_ifnot_available,paid_paternity_leave,paid_parental_leave,forbidden_dismiss_pregnant,RUNNING BUSINESS,sign_contract_as_man,register_business_as_man,open_bankaccount_as_man,law_credits_no_gender_discrimination,MANAGING ASSETS,married_couple_same_equal_ownership,sons_daughter_equalfor_inheritance,suviving_spuoses_equal_inheritance,married_couple_equal_administrative_authority,valuation_nonmonetary_contributions,GETTING A PENSION,fullpension_retire_same_ages_as_man,partialpension_retire_same_ages_as_man,mandatory_retirement_age_equal,pension_periods_childcare,is_outlier
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2010,71.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2011,71.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2012,71.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,80,Yes,Yes,No,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2013,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2014,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2015,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2016,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2017,73.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AGO,Sub-Saharan Africa,Lower middle income,2018,76.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,40,No,Yes,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2009,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2010,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2011,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2012,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2013,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2014,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2015,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2016,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2017,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ATG,Latin America & Caribbean,High income,2018,69.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2009,73.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2010,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2011,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2012,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2013,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2014,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2015,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2016,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2017,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARG,Latin America & Caribbean,Upper middle income,2018,76.25,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,Yes,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2009,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2010,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2011,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2012,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2013,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2014,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2015,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2016,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2017,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,ARM,Europe & Central Asia,Lower middle income,2018,83.13,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,NA
NA,NA,AUS,OECD,High income,2009,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AUS,OECD,High income,2010,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AUS,OECD,High income,2011,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AUS,OECD,High income,2012,94.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AUS,OECD,High income,2013,94.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
NA,NA,AUS,OECD,High income,2014,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,NA
